county,megalitres_from_great_lakes,megalitres_from_groundwater,megalitres_from_inland_surface,total_megalitres_all_sources,industry,year,megalitres_from_great_lakes_pc,megalitres_from_groundwater_pc,megalitres_from_inland_surface_pc,main_source,fips
Jackson,0,3784,0,3784,Livestock,2013,0.0,1.0,0.0,Groundwater,26075
Jackson,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26075
Jackson,0,14735,0,14735,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26075
Jackson,0,26709,3858,30568,Total All Sectors,2013,0.0,0.87,0.13,Groundwater,26075
Kalamazoo,0,438,29,468,Commercial-Institutional,2013,0.0,0.94,0.06,Groundwater,26077
Kalamazoo,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26077
Kalamazoo,0,26546,3759,30306,Industrial-Manufacturing,2013,0.0,0.88,0.12,Groundwater,26077
Kalamazoo,0,22515,5517,28032,Irrigation,2013,0.0,0.8,0.2,Groundwater,26077
Kalamazoo,0,67,0,67,Livestock,2013,0.0,1.0,0.0,Groundwater,26077
Kalamazoo,0,363,0,363,Other,2013,0.0,1.0,0.0,Groundwater,26077
Kalamazoo,0,34674,0,34674,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26077
Kalamazoo,0,84605,9306,93912,Total All Sectors,2013,0.0,0.9,0.1,Groundwater,26077
Kalkaska,0,450,0,450,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26079
Kalkaska,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,0,0,0,Industrial-Manufacturing,2013,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,6985,2500,9486,Irrigation,2013,0.0,0.74,0.26,Groundwater,26079
Kalkaska,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26079
Kalkaska,0,615,0,615,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26079
Kalkaska,0,8051,2500,10552,Total All Sectors,2013,0.0,0.76,0.24,Groundwater,26079
Kent,0,1248,234,1482,Commercial-Institutional,2013,0.0,0.84,0.16,Groundwater,26081
Kent,0,0,473,473,Electric Power Generation,2013,0.0,0.0,1.0,Inland Surface,26081
Kent,0,1219,698,1918,Industrial-Manufacturing,2013,0.0,0.64,0.36,Groundwater,26081
Kent,0,6604,3033,9638,Irrigation,2013,0.0,0.69,0.31,Groundwater,26081
Kent,0,132,0,132,Livestock,2013,0.0,1.0,0.0,Groundwater,26081
Kent,0,234,0,234,Other,2013,0.0,1.0,0.0,Groundwater,26081
Kent,96498,10058,0,106557,Public Water Supply,2013,0.91,0.09,0.0,Great Lakes,26081
Kent,96498,19498,4439,120437,Total All Sectors,2013,0.8,0.16,0.04,Great Lakes,26081
Keweenaw,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Industrial-Manufacturing,2013,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,10,2,0,13,Irrigation,2013,0.77,0.15,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26083
Keweenaw,0,60,0,60,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26083
Keweenaw,10,62,0,73,Total All Sectors,2013,0.14,0.85,0.0,Groundwater,26083
Lake,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Industrial-Manufacturing,2013,0.0,0.0,0.0,Great Lakes,26085
Lake,0,76,0,76,Irrigation,2013,0.0,1.0,0.0,Groundwater,26085
Lake,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26085
Lake,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26085
Lake,0,361,0,361,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26085
Lake,0,437,0,437,Total All Sectors,2013,0.0,1.0,0.0,Groundwater,26085
Lapeer,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26087
Lapeer,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26087
Lapeer,0,1429,0,1429,Industrial-Manufacturing,2013,0.0,1.0,0.0,Groundwater,26087
Lapeer,0,179,352,531,Irrigation,2013,0.0,0.34,0.66,Inland Surface,26087
Lapeer,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26087
Lapeer,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26087
Lapeer,0,544,0,544,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26087
Lapeer,0,2154,352,2506,Total All Sectors,2013,0.0,0.86,0.14,Groundwater,26087
Leelanau,0,21,0,21,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26089
Leelanau,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26089
Leelanau,0,989,46,1036,Industrial-Manufacturing,2013,0.0,0.95,0.04,Groundwater,26089
Leelanau,22,2244,186,2452,Irrigation,2013,0.01,0.92,0.08,Groundwater,26089
Leelanau,0,1,0,1,Livestock,2013,0.0,1.0,0.0,Groundwater,26089
Leelanau,0,91,3,95,Other,2013,0.0,0.96,0.03,Groundwater,26089
Leelanau,0,636,0,636,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26089
Leelanau,22,3985,236,4244,Total All Sectors,2013,0.01,0.94,0.06,Groundwater,26089
Lenawee,0,47,0,47,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26091
Lenawee,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26091
Lenawee,0,847,19,867,Industrial-Manufacturing,2013,0.0,0.98,0.02,Groundwater,26091
Lenawee,0,1182,2183,3365,Irrigation,2013,0.0,0.35,0.65,Inland Surface,26091
Lenawee,0,256,0,256,Livestock,2013,0.0,1.0,0.0,Groundwater,26091
Lenawee,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26091
Lenawee,0,5811,3571,9383,Public Water Supply,2013,0.0,0.62,0.38,Groundwater,26091
Lenawee,0,8146,5774,13921,Total All Sectors,2013,0.0,0.59,0.41,Groundwater,26091
Livingston,0,105,0,105,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26093
Livingston,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26093
Livingston,0,1091,3245,4337,Industrial-Manufacturing,2013,0.0,0.25,0.75,Inland Surface,26093
Livingston,0,419,669,1089,Irrigation,2013,0.0,0.38,0.61,Inland Surface,26093
Livingston,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26093
Livingston,0,3,0,3,Other,2013,0.0,1.0,0.0,Groundwater,26093
Livingston,0,9406,0,9406,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26093
Livingston,0,11026,3915,14942,Total All Sectors,2013,0.0,0.74,0.26,Groundwater,26093
Luce,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26095
Luce,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26095
Luce,0,62,0,62,Industrial-Manufacturing,2013,0.0,1.0,0.0,Groundwater,26095
Luce,0,1620,0,1620,Irrigation,2013,0.0,1.0,0.0,Groundwater,26095
Luce,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26095
Luce,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26095
Luce,0,600,0,600,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26095
Luce,0,2283,0,2283,Total All Sectors,2013,0.0,1.0,0.0,Groundwater,26095
Mackinac,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26097
Mackinac,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26097
Mackinac,0,0,0,0,Industrial-Manufacturing,2013,0.0,0.0,0.0,Great Lakes,26097
Mackinac,41,342,27,412,Irrigation,2013,0.1,0.83,0.07,Groundwater,26097
Mackinac,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26097
Mackinac,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26097
Mackinac,1563,17,0,1580,Public Water Supply,2013,0.99,0.01,0.0,Great Lakes,26097
Mackinac,1605,360,27,1992,Total All Sectors,2013,0.81,0.18,0.01,Great Lakes,26097
Macomb,0,29,0,29,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26099
Macomb,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26099
Macomb,0,26,1,27,Industrial-Manufacturing,2013,0.0,0.96,0.04,Groundwater,26099
Macomb,105,510,2610,3226,Irrigation,2013,0.03,0.16,0.81,Inland Surface,26099
Macomb,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26099
Macomb,0,0,0,1,Other,2013,0.0,0.0,0.0,Great Lakes,26099
Macomb,4017,1488,0,5506,Public Water Supply,2013,0.73,0.27,0.0,Great Lakes,26099
Macomb,4122,2055,2612,8790,Total All Sectors,2013,0.47,0.23,0.3,Great Lakes,26099
Manistee,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26101
Manistee,0,259,1218,1478,Electric Power Generation,2013,0.0,0.18,0.82,Inland Surface,26101
Manistee,0,932,38449,39381,Industrial-Manufacturing,2013,0.0,0.02,0.98,Inland Surface,26101
Manistee,0,1868,475,2343,Irrigation,2013,0.0,0.8,0.2,Groundwater,26101
Manistee,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26101
Manistee,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26101
Manistee,0,1965,0,1965,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26101
Manistee,0,5026,40143,45169,Total All Sectors,2013,0.0,0.11,0.89,Inland Surface,26101
Marquette,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26103
Marquette,269254,0,0,269254,Electric Power Generation,2013,1.0,0.0,0.0,Great Lakes,26103
Marquette,0,477,25434,25912,Industrial-Manufacturing,2013,0.0,0.02,0.98,Inland Surface,26103
Marquette,0,34,136,170,Irrigation,2013,0.0,0.2,0.8,Inland Surface,26103
Marquette,0,1355,16351,17706,Livestock,2013,0.0,0.08,0.92,Inland Surface,26103
Marquette,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26103
Marquette,3373,3794,0,7168,Public Water Supply,2013,0.47,0.53,0.0,Groundwater,26103
Marquette,272627,5663,41922,320213,Total All Sectors,2013,0.85,0.02,0.13,Great Lakes,26103
Mason,0,56,7,64,Commercial-Institutional,2013,0.0,0.88,0.11,Groundwater,26105
Mason,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26105
Mason,0,564,30354,30919,Industrial-Manufacturing,2013,0.0,0.02,0.98,Inland Surface,26105
Mason,0,2836,986,3823,Irrigation,2013,0.0,0.74,0.26,Groundwater,26105
Mason,0,75,0,75,Livestock,2013,0.0,1.0,0.0,Groundwater,26105
Mason,0,54,7,61,Other,2013,0.0,0.89,0.11,Groundwater,26105
Mason,2354,366,0,2721,Public Water Supply,2013,0.87,0.13,0.0,Great Lakes,26105
Mason,2354,3954,31356,37665,Total All Sectors,2013,0.06,0.1,0.83,Inland Surface,26105
Mecosta,0,29,0,29,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26107
Mecosta,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26107
Mecosta,0,1245,0,1245,Industrial-Manufacturing,2013,0.0,1.0,0.0,Groundwater,26107
Mecosta,0,14460,1158,15618,Irrigation,2013,0.0,0.93,0.07,Groundwater,26107
Mecosta,0,128,0,128,Livestock,2013,0.0,1.0,0.0,Groundwater,26107
Mecosta,0,17,0,17,Other,2013,0.0,1.0,0.0,Groundwater,26107
Mecosta,0,1978,0,1978,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26107
Mecosta,0,17859,1158,19017,Total All Sectors,2013,0.0,0.94,0.06,Groundwater,26107
Menominee,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26109
Menominee,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26109
Menominee,0,0,2293,2293,Industrial-Manufacturing,2013,0.0,0.0,1.0,Inland Surface,26109
Menominee,0,0,37,37,Irrigation,2013,0.0,0.0,1.0,Inland Surface,26109
Menominee,0,33,0,33,Livestock,2013,0.0,1.0,0.0,Groundwater,26109
Menominee,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26109
Menominee,1333,184,0,1517,Public Water Supply,2013,0.88,0.12,0.0,Great Lakes,26109
Menominee,1333,217,2331,3881,Total All Sectors,2013,0.34,0.06,0.6,Inland Surface,26109
Midland,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26111
Midland,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26111
Midland,0,17,5039,5057,Industrial-Manufacturing,2013,0.0,0.0,1.0,Inland Surface,26111
Midland,0,313,454,767,Irrigation,2013,0.0,0.41,0.59,Inland Surface,26111
Midland,0,171,0,171,Livestock,2013,0.0,1.0,0.0,Groundwater,26111
Midland,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26111
Midland,0,235,0,235,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26111
Midland,0,738,5494,6232,Total All Sectors,2013,0.0,0.12,0.88,Inland Surface,26111
Missaukee,0,23,0,23,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26113
Missaukee,0,516,0,516,Electric Power Generation,2013,0.0,1.0,0.0,Groundwater,26113
Missaukee,0,104,0,104,Industrial-Manufacturing,2013,0.0,1.0,0.0,Groundwater,26113
Missaukee,0,9613,380,9993,Irrigation,2013,0.0,0.96,0.04,Groundwater,26113
Missaukee,0,315,0,315,Livestock,2013,0.0,1.0,0.0,Groundwater,26113
Missaukee,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26113
Missaukee,0,451,0,451,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26113
Missaukee,0,11025,380,11406,Total All Sectors,2013,0.0,0.97,0.03,Groundwater,26113
Monroe,0,16,0,16,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26115
Monroe,2418827,178,0,2419005,Electric Power Generation,2013,1.0,0.0,0.0,Great Lakes,26115
Monroe,0,32210,0,32210,Industrial-Manufacturing,2013,0.0,1.0,0.0,Groundwater,26115
Monroe,0,1404,859,2264,Irrigation,2013,0.0,0.62,0.38,Groundwater,26115
Monroe,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26115
Monroe,0,11,0,11,Other,2013,0.0,1.0,0.0,Groundwater,26115
Monroe,12793,53,0,12846,Public Water Supply,2013,1.0,0.0,0.0,Great Lakes,26115
Monroe,2431620,33874,859,2466355,Total All Sectors,2013,0.99,0.01,0.0,Great Lakes,26115
Montcalm,0,27,0,27,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26117
Montcalm,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26117
Montcalm,0,18,15508,15526,Industrial-Manufacturing,2013,0.0,0.0,1.0,Inland Surface,26117
Montcalm,0,53832,7114,60947,Irrigation,2013,0.0,0.88,0.12,Groundwater,26117
Montcalm,0,97,0,97,Livestock,2013,0.0,1.0,0.0,Groundwater,26117
Montcalm,0,24,0,24,Other,2013,0.0,1.0,0.0,Groundwater,26117
Montcalm,0,3994,0,3994,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26117
Montcalm,0,57994,22623,80617,Total All Sectors,2013,0.0,0.72,0.28,Groundwater,26117
Montmorency,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26119
Montmorency,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26119
Montmorency,0,0,0,0,Industrial-Manufacturing,2013,0.0,0.0,0.0,Great Lakes,26119
Montmorency,0,124,261,386,Irrigation,2013,0.0,0.32,0.68,Inland Surface,26119
Montmorency,0,4,0,4,Livestock,2013,0.0,1.0,0.0,Groundwater,26119
Montmorency,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26119
Montmorency,0,172,0,172,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26119
Montmorency,0,302,261,564,Total All Sectors,2013,0.0,0.54,0.46,Groundwater,26119
Muskegon,0,403,0,404,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26121
Muskegon,0,13,334204,334218,Electric Power Generation,2013,0.0,0.0,1.0,Inland Surface,26121
Muskegon,0,3885,12215,16101,Industrial-Manufacturing,2013,0.0,0.24,0.76,Inland Surface,26121
Muskegon,0,3498,1549,5048,Irrigation,2013,0.0,0.69,0.31,Groundwater,26121
Muskegon,0,244,0,244,Livestock,2013,0.0,1.0,0.0,Groundwater,26121
Muskegon,0,1,0,1,Other,2013,0.0,1.0,0.0,Groundwater,26121
Muskegon,17686,2557,0,20243,Public Water Supply,2013,0.87,0.13,0.0,Great Lakes,26121
Muskegon,17686,10605,347970,376261,Total All Sectors,2013,0.05,0.03,0.92,Inland Surface,26121
Newaygo,0,1,0,1,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26123
Newaygo,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26123
Newaygo,0,36,0,36,Industrial-Manufacturing,2013,0.0,1.0,0.0,Groundwater,26123
Newaygo,0,5800,969,6769,Irrigation,2013,0.0,0.86,0.14,Groundwater,26123
Newaygo,0,1063,356,1419,Livestock,2013,0.0,0.75,0.25,Groundwater,26123
Newaygo,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26123
Newaygo,0,2422,0,2422,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26123
Newaygo,0,9324,1325,10650,Total All Sectors,2013,0.0,0.88,0.12,Groundwater,26123
Oakland,0,113,0,113,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26125
Oakland,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26125
Oakland,0,3039,5887,8926,Industrial-Manufacturing,2013,0.0,0.34,0.66,Inland Surface,26125
Oakland,0,3173,2490,5663,Irrigation,2013,0.0,0.56,0.44,Groundwater,26125
Oakland,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26125
Oakland,0,325,2805,3131,Other,2013,0.0,0.1,0.9,Inland Surface,26125
Oakland,0,28101,0,28101,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26125
Oakland,0,34753,11184,45937,Total All Sectors,2013,0.0,0.76,0.24,Groundwater,26125
Oceana,0,55,0,55,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26127
Oceana,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26127
Oceana,0,608,0,608,Industrial-Manufacturing,2013,0.0,1.0,0.0,Groundwater,26127
Oceana,0,7866,1538,9405,Irrigation,2013,0.0,0.84,0.16,Groundwater,26127
Oceana,0,120,0,120,Livestock,2013,0.0,1.0,0.0,Groundwater,26127
Oceana,0,302,0,302,Other,2013,0.0,1.0,0.0,Groundwater,26127
Oceana,0,1532,0,1532,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26127
Oceana,0,10485,1538,12024,Total All Sectors,2013,0.0,0.87,0.13,Groundwater,26127
Ogemaw,0,17,0,17,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26129
Ogemaw,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26129
Ogemaw,0,0,0,0,Industrial-Manufacturing,2013,0.0,0.0,0.0,Great Lakes,26129
Ogemaw,0,204,157,361,Irrigation,2013,0.0,0.57,0.43,Groundwater,26129
Ogemaw,0,25,0,25,Livestock,2013,0.0,1.0,0.0,Groundwater,26129
Ogemaw,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26129
Ogemaw,0,539,0,539,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26129
Ogemaw,0,786,157,944,Total All Sectors,2013,0.0,0.83,0.17,Groundwater,26129
Ontonagon,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26131
Ontonagon,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26131
Ontonagon,0,0,0,0,Industrial-Manufacturing,2013,0.0,0.0,0.0,Great Lakes,26131
Ontonagon,0,0,0,0,Irrigation,2013,0.0,0.0,0.0,Great Lakes,26131
Ontonagon,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26131
Ontonagon,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26131
Ontonagon,2611,111,0,2722,Public Water Supply,2013,0.96,0.04,0.0,Great Lakes,26131
Ontonagon,2611,111,0,2722,Total All Sectors,2013,0.96,0.04,0.0,Great Lakes,26131
Osceola,0,813,17,830,Commercial-Institutional,2013,0.0,0.98,0.02,Groundwater,26133
Osceola,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26133
Osceola,0,578,0,578,Industrial-Manufacturing,2013,0.0,1.0,0.0,Groundwater,26133
Osceola,0,532,574,1107,Irrigation,2013,0.0,0.48,0.52,Inland Surface,26133
Osceola,0,37,0,37,Livestock,2013,0.0,1.0,0.0,Groundwater,26133
Osceola,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26133
Osceola,0,3091,0,3091,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26133
Osceola,0,5053,591,5644,Total All Sectors,2013,0.0,0.9,0.1,Groundwater,26133
Oscoda,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26135
Oscoda,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26135
Oscoda,0,0,0,0,Industrial-Manufacturing,2013,0.0,0.0,0.0,Great Lakes,26135
Oscoda,0,146,290,436,Irrigation,2013,0.0,0.33,0.67,Inland Surface,26135
Oscoda,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26135
Oscoda,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26135
Oscoda,0,85,0,85,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26135
Oscoda,0,232,290,522,Total All Sectors,2013,0.0,0.44,0.56,Inland Surface,26135
Otsego,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26137
Otsego,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26137
Otsego,0,0,0,0,Industrial-Manufacturing,2013,0.0,0.0,0.0,Great Lakes,26137
Otsego,0,4106,0,4106,Irrigation,2013,0.0,1.0,0.0,Groundwater,26137
Otsego,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26137
Otsego,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26137
Otsego,0,1501,0,1501,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26137
Otsego,0,5608,0,5608,Total All Sectors,2013,0.0,1.0,0.0,Groundwater,26137
Ottawa,0,92,0,92,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26139
Ottawa,953392,1306,63782,1018480,Electric Power Generation,2013,0.94,0.0,0.06,Great Lakes,26139
Ottawa,0,486,510,997,Industrial-Manufacturing,2013,0.0,0.49,0.51,Inland Surface,26139
Ottawa,0,10395,6514,16909,Irrigation,2013,0.0,0.61,0.39,Groundwater,26139
Ottawa,0,61,0,61,Livestock,2013,0.0,1.0,0.0,Groundwater,26139
Ottawa,0,39,0,39,Other,2013,0.0,1.0,0.0,Groundwater,26139
Ottawa,23747,269,0,24017,Public Water Supply,2013,0.99,0.01,0.0,Great Lakes,26139
Ottawa,977140,12650,70807,1060598,Total All Sectors,2013,0.92,0.01,0.07,Great Lakes,26139
Presque Isle,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26141
Presque Isle,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26141
Presque Isle,9900,25750,34746,70398,Industrial-Manufacturing,2013,0.14,0.37,0.49,Inland Surface,26141
Presque Isle,0,840,247,1087,Irrigation,2013,0.0,0.77,0.23,Groundwater,26141
Presque Isle,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26141
Presque Isle,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26141
Presque Isle,0,625,0,625,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26141
Presque Isle,9900,27217,34994,72112,Total All Sectors,2013,0.14,0.38,0.49,Inland Surface,26141
Roscommon,0,22,0,22,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26143
Roscommon,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26143
Roscommon,0,0,0,0,Industrial-Manufacturing,2013,0.0,0.0,0.0,Great Lakes,26143
Roscommon,0,207,35,242,Irrigation,2013,0.0,0.86,0.14,Groundwater,26143
Roscommon,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26143
Roscommon,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26143
Roscommon,0,364,0,364,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26143
Roscommon,0,594,35,630,Total All Sectors,2013,0.0,0.94,0.06,Groundwater,26143
Saginaw,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26145
Saginaw,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26145
Saginaw,0,0,0,0,Industrial-Manufacturing,2013,0.0,0.0,0.0,Great Lakes,26145
Saginaw,0,2533,703,3236,Irrigation,2013,0.0,0.78,0.22,Groundwater,26145
Saginaw,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26145
Saginaw,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26145
Saginaw,0,588,0,588,Public Water Supply,2013,0.0,1.0,0.0,Groundwater,26145
Saginaw,0,3121,703,3824,Total All Sectors,2013,0.0,0.82,0.18,Groundwater,26145
Saint Clair,0,0,0,0,Commercial-Institutional,2013,0.0,0.0,0.0,Great Lakes,26147
Saint Clair,1917598,0,0,1917598,Electric Power Generation,2013,1.0,0.0,0.0,Great Lakes,26147
Saint Clair,19074,0,0,19074,Industrial-Manufacturing,2013,1.0,0.0,0.0,Great Lakes,26147
Saint Clair,38,124,286,449,Irrigation,2013,0.08,0.28,0.64,Inland Surface,26147
Saint Clair,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26147
Saint Clair,0,0,0,0,Other,2013,0.0,0.0,0.0,Great Lakes,26147
Saint Clair,15268,568,0,15837,Public Water Supply,2013,0.96,0.04,0.0,Great Lakes,26147
Saint Clair,1951980,694,286,1952960,Total All Sectors,2013,1.0,0.0,0.0,Great Lakes,26147
Saint Joseph,0,82,0,82,Commercial-Institutional,2013,0.0,1.0,0.0,Groundwater,26149
Saint Joseph,0,0,0,0,Electric Power Generation,2013,0.0,0.0,0.0,Great Lakes,26149
Saint Joseph,0,2453,265,2719,Industrial-Manufacturing,2013,0.0,0.9,0.1,Groundwater,26149
Saint Joseph,0,73575,24890,98465,Irrigation,2013,0.0,0.75,0.25,Groundwater,26149
Saint Joseph,0,0,0,0,Livestock,2013,0.0,0.0,0.0,Great Lakes,26149
